timestamp_utc,annotator,pair_key,id_query,id_dataset,main_resource,scope,supporting_field,quote,reason,relevance,notes
2026-09-07T14:34:32.622008+00:00,humano_1,71||a04003003-datos-covid-19-positividad-en-7-dias-illes-balears1,71,a04003003-datos-covid-19-positividad-en-7-dias-illes-balears1,covid,,title,Datos COVID-19 Positividad en 7 Días Illes Balears,direct_match,true,
2026-09-07T14:34:47.310249+00:00,humano_1,114||u02100001-acuerdos-de-movilidad-de-estudiantes-erasmus-y-sicue-curso-2020-2021-universidad-de-zaragoza1,114,u02100001-acuerdos-de-movilidad-de-estudiantes-erasmus-y-sicue-curso-2020-2021-universidad-de-zaragoza1,movilidad,,title,Acuerdos de movilidad de estudiantes,subtype,true,
2026-09-07T14:35:08.211237+00:00,humano_1,24||e05073401-estadistica-de-personal-de-las-universidades-personal-docente-e-investigadorpdi-edad-de-la-plantilla-docente-resultados-por-universidades-edad-de-la-plantilla-docente-en-centros-propios-de-universidades-publicas-por-rama-de-ensenanza-y-sexo,24,e05073401-estadistica-de-personal-de-las-universidades-personal-docente-e-investigadorpdi-edad-de-la-plantilla-docente-resultados-por-universidades-edad-de-la-plantilla-docente-en-centros-propios-de-universidades-publicas-por-rama-de-ensenanza-y-sexo,universidades,,title,Edad de la plantilla docente en centros propios de universidades públicas por rama de enseñanza y sexo,subtype,true,
2026-09-07T14:35:20.115698+00:00,humano_1,104||a05003423-uso-de-internet-segun-momento-ultimo-de-utilizacion-y-situaciones-laborales-en-canarias-2010,104,a05003423-uso-de-internet-segun-momento-ultimo-de-utilizacion-y-situaciones-laborales-en-canarias-2010,ipc,,,,unrelated,false,
2026-09-07T14:35:43.135624+00:00,humano_1,103||bienes_artisticos_ayuntamiento,103,bienes_artisticos_ayuntamiento,bienes culturales,,title,Bienes histórico artísticos,direct_match,true,
2026-09-07T14:36:09.871424+00:00,humano_1,103||l01360577-comercios-de-artesania-puntos-de-interes-turistico1,103,l01360577-comercios-de-artesania-puntos-de-interes-turistico1,bienes culturales,,,,unrelated,false,
2026-09-07T14:37:07.090979+00:00,humano_1,84||a04003003-estaciones-bombeo-abastecimiento-abaqua1,84,a04003003-estaciones-bombeo-abastecimiento-abaqua1,cnae,,,,unrelated,false,
2026-09-07T14:37:16.946662+00:00,humano_1,63||a04003003-depositos-abastecimiento-abaqua1,63,a04003003-depositos-abastecimiento-abaqua1,pib,,,,unrelated,false,
2026-09-07T14:37:27.671836+00:00,humano_1,101||l01280148-contratos-mayores-20181,101,l01280148-contratos-mayores-20181,contratos,,title,Contratos Mayores. 2018,direct_match,true,
2026-09-07T14:37:38.613867+00:00,humano_1,37||ea0042931-mercado-minorista-de-electricidad-2019t1,37,ea0042931-mercado-minorista-de-electricidad-2019t1,energia,,title,Mercado minorista de electricidad 2019T1,subtype,true,
2026-09-07T14:37:48.219333+00:00,humano_1,92||l01140351-gestion-de-residuos-epremasa1,92,l01140351-gestion-de-residuos-epremasa1,gasolinera,,,,unrelated,false,
2026-09-07T14:37:59.832147+00:00,humano_1,141||a05003423-esquema-de-conceptos-de-medida-de-la-estadistica-de-crecimiento-vegetativo-en-canarias-istac-csm_c00042a,141,a05003423-esquema-de-conceptos-de-medida-de-la-estadistica-de-crecimiento-vegetativo-en-canarias-istac-csm_c00042a,curvas de nivel,,,,unrelated,false,
2026-09-07T14:38:15.470880+00:00,humano_1,41||l01140155-gestion-de-residuos-epremasa1,41,l01140155-gestion-de-residuos-epremasa1,aemet,,,,unrelated,false,
2026-09-07T14:40:03.995409+00:00,humano_1,104||a04003003-infraestructuras-abaqua1,104,a04003003-infraestructuras-abaqua1,ipc,,,,unrelated,false,
2026-09-07T14:40:26.744754+00:00,humano_1,5||a05003423-poblacion-de-16-y-mas-anos-en-viviendas-familiares-ocupada-que-ha-residido-fuera-del-municipio-segun-anos-de-llegada-a-los-municipios-sexos-y-situaciones-profesionales-municipios-por-islas-1-11-2001,5,a05003423-poblacion-de-16-y-mas-anos-en-viviendas-familiares-ocupada-que-ha-residido-fuera-del-municipio-segun-anos-de-llegada-a-los-municipios-sexos-y-situaciones-profesionales-municipios-por-islas-1-11-2001,municipios,,title,Municipios por islas de Canarias.,subtype,true,
2026-09-07T14:40:36.263186+00:00,humano_1,141||l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,141,l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,curvas de nivel,,,,unrelated,false,
2026-09-07T14:40:58.504021+00:00,humano_1,45||l01280148-solicitudes-de-licencia-de-actividades-inocuas-2005-2016,45,l01280148-solicitudes-de-licencia-de-actividades-inocuas-2005-2016,incendios,,,,unrelated,false,
2026-09-07T14:44:02.276883+00:00,humano_1,54||l01140137-gestion-de-residuos-epremasa,54,l01140137-gestion-de-residuos-epremasa,residuo,,title,Gestión de residuos,subtype,true,
2026-09-07T14:44:14.760336+00:00,humano_1,64||l01082798-farmacias1,64,l01082798-farmacias1,farmacia,,title,Farmacias,direct_match,true,
2026-09-07T14:45:02.541412+00:00,humano_1,148||a09002970-sistema-de-informacion-geografica-de-parcelas-agricolas-sigpac-de-la-comarca-de-anoia2018,148,a09002970-sistema-de-informacion-geografica-de-parcelas-agricolas-sigpac-de-la-comarca-de-anoia2018,pesca,,,,unrelated,false,
2026-09-07T14:45:49.148221+00:00,humano_1,31||ea0001302-estacion-meteorologica-sirena,31,ea0001302-estacion-meteorologica-sirena,clima,,header,vv_s_wvt dv_d1_wvt vv10m3seg_max dv10m3seg_smm pre_avg tem_avg hum_avg rad_avg plu_tot,direct_match,true,
2026-09-07T14:46:02.547907+00:00,humano_1,142||u01200001-estudiantes-nuevo-ingreso-master-2024-2025,142,u01200001-estudiantes-nuevo-ingreso-master-2024-2025,estudiantes,,title,Estudiantes Nuevo Ingreso Máster 2024/2025,direct_match,true,
2026-09-07T14:46:29.392357+00:00,humano_1,90||l03380010-puntos-de-interes,90,l03380010-puntos-de-interes,restaurantes,,,,unrelated,false,
2026-09-07T14:46:38.864081+00:00,humano_1,141||ea0010587-maximo-nivel-de-dificultad-para-realizar-alguna-actividad-del-hogar-segun-sexo-grupo-de-edad-y-nivel-de-estudios-poblacion-de-55-y-mas-anos-identificador-api-47766,141,ea0010587-maximo-nivel-de-dificultad-para-realizar-alguna-actividad-del-hogar-segun-sexo-grupo-de-edad-y-nivel-de-estudios-poblacion-de-55-y-mas-anos-identificador-api-47766,curvas de nivel,,,,unrelated,false,
2026-09-07T14:46:52.080298+00:00,humano_1,49||a04003003-calendario-laboral-general-y-local-illes-balears-20241,49,a04003003-calendario-laboral-general-y-local-illes-balears-20241,calendario laboral,,title,Calendario Laboral General y Local Illes Balears 2024,direct_match,true,
2026-09-07T14:47:05.337322+00:00,humano_1,19||presupuesto-comparativo-de-gastos-2018,19,presupuesto-comparativo-de-gastos-2018,presupuestos,,title,Presupuesto Comparativo de Gastos 2018,direct_match,true,
2026-09-07T14:48:06.113441+00:00,humano_1,103||a06004074-turismo-cultural,103,a06004074-turismo-cultural,bienes culturales,,title,Turismo cultural,subtype,true,
2026-09-07T14:48:11.736779+00:00,humano_1,40||l02000047-cajeros-moviles,40,l02000047-cajeros-moviles,transporte,,,,unrelated,false,
2026-09-07T14:48:26.450959+00:00,humano_1,65||calendario-de-ferias-y-exposiciones-en-aragon-2019,65,calendario-de-ferias-y-exposiciones-en-aragon-2019,calendario,,title,Calendario de ferias y exposiciones en Aragón,subtype,true,
2026-09-07T14:49:27.653222+00:00,humano_1,82||l02000020-bienes-inmuebles-de-naturaleza-urbana-orio,82,l02000020-bienes-inmuebles-de-naturaleza-urbana-orio,patrimonio,,description,Bienes Inmuebles de Naturaleza Urbana existentes en el Catastro de Gipuzkoa,subtype,true,
2026-09-07T14:49:33.940716+00:00,humano_1,114||l01360577-pistas-atletismo-instalaciones-deportivas,114,l01360577-pistas-atletismo-instalaciones-deportivas,movilidad,,,,unrelated,false,
2026-09-07T14:49:56.628559+00:00,humano_1,135||i00000687-iniciativas-tsjc-2010-vii-legislatura,135,i00000687-iniciativas-tsjc-2010-vii-legislatura,justicia,,description,DEL TRIBUNAL SUPERIOR DE JUSTICIA DE CANARIAS - 2010 - VII Legislatura,subtype,true,
2026-09-07T14:50:08.891325+00:00,humano_1,80||deportes-instalaciones,80,deportes-instalaciones,deporte,,title,Instalaciones deportivas municipales,subtype,true,
2026-09-07T14:50:24.366559+00:00,humano_1,1||ea0010587-altas-hospitalarias-segun-el-sexo-el-grupo-de-edad-la-provincia-comunidad-y-ciudad-autonoma-de-hospitalizacion-identificador-api-66354,1,ea0010587-altas-hospitalarias-segun-el-sexo-el-grupo-de-edad-la-provincia-comunidad-y-ciudad-autonoma-de-hospitalizacion-identificador-api-66354,aulas hospitalarias,andalucia,,,unrelated,false,
2026-09-07T14:51:03.442817+00:00,humano_1,11||l01280148-sanciones-infraccion-omt-2-trimestre-20201,11,l01280148-sanciones-infraccion-omt-2-trimestre-20201,multas,,title,Sanciones. Infracción OMT. 2º Trimestre 2020,direct_match,true,
2026-09-07T14:52:45.803973+00:00,humano_1,26||a05003423-victimas-heridas-en-accidentes-de-circulacion-por-lugar-del-accidente-provincias-de-canarias-y-anos,26,a05003423-victimas-heridas-en-accidentes-de-circulacion-por-lugar-del-accidente-provincias-de-canarias-y-anos,accidentes,,title,Víctimas heridas en accidentes de circulación,subtype,true,
2026-09-07T14:52:57.342868+00:00,humano_1,98||a04003003-actuaciones-gestion-saneamiento-depuracion-programa-medidas-abaqua1,98,a04003003-actuaciones-gestion-saneamiento-depuracion-programa-medidas-abaqua1,centro salud,,,,unrelated,false,
2026-09-07T14:53:04.242157+00:00,humano_1,55||a04027063-conceptos-operacionales-de-los-vinos-de-calidad-de-las-illes-balears-ibestat-cso_000274a,55,a04027063-conceptos-operacionales-de-los-vinos-de-calidad-de-las-illes-balears-ibestat-cso_000274a,dgt,,,,unrelated,false,
2026-09-07T14:53:20.290967+00:00,humano_1,57||a05003423-viajes-en-periodos-vacacionales-segun-destinos-sexos-y-grupos-de-edad-canarias-2004,57,a05003423-viajes-en-periodos-vacacionales-segun-destinos-sexos-y-grupos-de-edad-canarias-2004,festivos,,title,"Viajes en periodos vacacionales según destinos, sexos y grupos de edad.",subtype,true,
2026-09-07T14:53:26.973488+00:00,humano_1,89||l01140121-gestion-de-residuos-epremasa1,89,l01140121-gestion-de-residuos-epremasa1,cancer,,,,unrelated,false,
2026-09-07T14:53:43.747132+00:00,humano_1,135||personal_administracion_justicia,135,personal_administracion_justicia,justicia,,description,"Información sobre el personal al servicio de la administración de justicia. Se presenta la información en torno a dos tipos de agrupaciones:rrRelación de Puestos de Trabajo de Funcionarios de Justicia: Es el instrumento de ordenación de los puestos de funcionarios al servicio de la Administración de Justicia previsto en el artículo 521 de la Ley Orgánica del Poder Judicial. Al día de hoy sólo se encuentran ordenados en RPT los funcionarios de Justicia que prestan servicios en el Instituto de Medicina Legal de la Comunidad de MadridrrPlantilla Orgánica Funcionarios de Justicia: Instrumento actual de ordenación de los puestos de funcionarios al servicio de la Administración de Justicia, vigente hasta su transformación en las RPT previstas en la Ley Orgánica del Poder Judicial. Actualmente se encuentran ordenados en la plantilla orgánica todos los funcionarios al servicio de la Administración de Justicia excepto los que están adscritos al Instituto de Medicina Legal de la Comunidad de Madrid",subtype,true,
2026-09-07T14:53:57.515945+00:00,humano_1,21||l01280148-subvenciones-2022,21,l01280148-subvenciones-2022,subvenciones,,title,Subvenciones 2022,direct_match,true,
2026-09-07T14:54:06.434885+00:00,humano_1,19||a01002820-presupuesto-de-la-comunidad-autonoma-de-andalucia-ano-2020,19,a01002820-presupuesto-de-la-comunidad-autonoma-de-andalucia-ano-2020,presupuestos,,title,Presupuesto de la Comunidad Autónoma de Andalucía año 2020,direct_match,true,
2026-09-07T14:54:42.075261+00:00,humano_1,70||ea0010587-c-inteligencia-artificial-identificador-api-59913,70,ea0010587-c-inteligencia-artificial-identificador-api-59913,inteligencia artificial,,title,Inteligencia artificial (Identificador API: 59913),direct_match,true,
2026-09-07T14:54:56.837115+00:00,humano_1,54||l02000014-gestion-de-residuos-epremasa1,54,l02000014-gestion-de-residuos-epremasa1,residuo,,title,Gestión de residuos,subtype,true,
2026-09-07T14:55:02.370456+00:00,humano_1,55||l01290672-trabajo,55,l01290672-trabajo,dgt,,,,unrelated,false,
2026-09-07T14:55:22.960297+00:00,humano_1,39||a02002834-fechas-de-aprobaciones-y-publicaciones-de-plantillas-de-personal-de-entidades-publicas1,39,a02002834-fechas-de-aprobaciones-y-publicaciones-de-plantillas-de-personal-de-entidades-publicas1,empleo,,title,Fechas de aprobaciones y publicaciones de Plantillas de Personal de entidades públicas,subtype,true,
2026-09-07T14:55:32.755745+00:00,humano_1,70||l01030092-bajas-en-padron,70,l01030092-bajas-en-padron,inteligencia artificial,,,,unrelated,false,
2026-09-07T14:55:50.086838+00:00,humano_1,104||ea0010587-ponderaciones-de-subgrupos-ipca-identificador-api-51068,104,ea0010587-ponderaciones-de-subgrupos-ipca-identificador-api-51068,ipc,,,,unrelated,false,
2026-09-07T14:55:55.674616+00:00,humano_1,51||a04003003-red-hidrografica-provisional,51,a04003003-red-hidrografica-provisional,paro,,,,unrelated,false,
2026-09-07T14:57:00.814170+00:00,humano_1,14||a05003423-poblacion-total-segun-tiempo-transcurrido-desde-la-ultima-consulta-de-medicina-general-en-un-centro-de-salud-del-servicio-canario-de-la-salud-grandes-comarcas-de-canarias-2009-2015-2021,14,a05003423-poblacion-total-segun-tiempo-transcurrido-desde-la-ultima-consulta-de-medicina-general-en-un-centro-de-salud-del-servicio-canario-de-la-salud-grandes-comarcas-de-canarias-2009-2015-2021,salud,,title,Población total según tiempo transcurrido desde la última consulta de medicina general en un centro de salud del Servicio Canario de la Salud.,subtype,true,
2026-09-07T14:57:15.669426+00:00,humano_1,3||a05003423-viviendas-segun-numero-de-telefonos-y-tamano-del-hogar-en-canarias-2006,3,a05003423-viviendas-segun-numero-de-telefonos-y-tamano-del-hogar-en-canarias-2006,vivienda,,title,Viviendas según número de teléfonos y tamaño del hogar en Canarias. 2006,direct_match,true,
2026-09-07T14:57:49.051307+00:00,humano_1,40||l01080193-tipologia-del-parque-de-vehiculos-de-la-ciudad-de-barcelona,40,l01080193-tipologia-del-parque-de-vehiculos-de-la-ciudad-de-barcelona,transporte,,title,Padrón de vehículos. Tipología del parque de vehículos de la ciudad de Barcelona,subtype,true,
2026-09-07T14:57:59.386346+00:00,humano_1,86||i00000687-miembros-de-la-comision-agricultura-ganaderia-pesca-y-alimentacion-vii-legislatura,86,i00000687-miembros-de-la-comision-agricultura-ganaderia-pesca-y-alimentacion-vii-legislatura,agricultura,,title,"Miembros de la comisión - Agricultura, Ganadería, Pesca y Alimentación - VII Legislatura",subtype,true,
2026-09-07T14:58:22.967794+00:00,humano_1,131||ocio-y-diversion,131,ocio-y-diversion,playas,,,,insufficient_evidence,false,
2026-09-07T14:58:41.249691+00:00,humano_1,34||ea0042931-mercado-minorista-de-electricidad-2012t3,34,ea0042931-mercado-minorista-de-electricidad-2012t3,instaladores gas,,,,insufficient_evidence,false,
2026-09-07T14:58:48.335805+00:00,humano_1,63||l01140734-gestion-de-residuos-epremasa1,63,l01140734-gestion-de-residuos-epremasa1,pib,,,,unrelated,false,
2026-09-07T14:59:04.227678+00:00,humano_1,95||l01080193-estimacion-del-precio-de-venta-de-la-ciudad-de-barcelona-serie-anual-del-precio-m2-de-venta-de-las-viviendas-de-segunda-mano-por-barrios-2007-2011-tasa-de-variacion-interanual-cambio-de-fuente,95,l01080193-estimacion-del-precio-de-venta-de-la-ciudad-de-barcelona-serie-anual-del-precio-m2-de-venta-de-las-viviendas-de-segunda-mano-por-barrios-2007-2011-tasa-de-variacion-interanual-cambio-de-fuente,ventas,,title,Estimación del precio de venta de la ciudad de Barcelona,subtype,true,
2026-09-07T14:59:09.154790+00:00,humano_1,90||l01030092-bajas-en-padron,90,l01030092-bajas-en-padron,restaurantes,,,,unrelated,false,
2026-09-07T14:59:20.500362+00:00,humano_1,35||l01140116-asociaciones-registradas1,35,l01140116-asociaciones-registradas1,asociaciones,,title,Asociaciones registradas,direct_match,true,
2026-09-07T14:59:55.441677+00:00,humano_1,112||l01140348-mercados-municipales1,112,l01140348-mercados-municipales1,barrios,,,,unrelated,false,
2026-09-07T15:00:11.105626+00:00,humano_1,45||l03380010-red-de-incendios,45,l03380010-red-de-incendios,incendios,,description,"Se encuentra información sobre la Red Contraincendios, estaciones de bombeo, Estaciones Depuradoras de Aguas Residuales (E.D.A.R), Balsas y Presas, Emisarios, Conducciones principales, que sirven para tener una noción de los balances hídricos globales en la Demarcación Hidrográfica de La Palma",subtype,true,
2026-09-07T15:00:23.558539+00:00,humano_1,86||ea0010587-distribucion-de-la-superficie-de-agricultura-ecologica-certificada-calificada-y-o-en-periodo-de-conversion-identificador-api-t01-p044-a2016-ccaa05-l0-0902-px,86,ea0010587-distribucion-de-la-superficie-de-agricultura-ecologica-certificada-calificada-y-o-en-periodo-de-conversion-identificador-api-t01-p044-a2016-ccaa05-l0-0902-px,agricultura,,title,Distribución de la superficie de agricultura ecológica certificada,subtype,true,
2026-09-07T15:00:34.657705+00:00,humano_1,57||calendario-de-festivos-en-comunidad-de-aragon-2015,57,calendario-de-festivos-en-comunidad-de-aragon-2015,festivos,,title,Calendario de festivos en comunidad de Aragón 2015,direct_match,true,
2026-09-07T15:00:57.381957+00:00,humano_1,116||l01330045-presupuestos-2022-f-m-cultura,116,l01330045-presupuestos-2022-f-m-cultura,cultura,,description,"Visión global de los ingresos, gastos y clasificación funcional del presupuesto de la Fundación Municipal de Cultura",subtype,true,
2026-09-07T15:14:54.430874+00:00,humano_1,127||l01140155-asociaciones-registradas1,127,l01140155-asociaciones-registradas1,fundaciones,,description,"Relación de asociaciones, federaciones y fundaciones inscritas con sede en el municipio",direct_match,true,
2026-09-07T15:02:43.614292+00:00,humano_1,59||l01140023-adjudicatarios-de-suministros1,59,l01140023-adjudicatarios-de-suministros1,licitaciones,,description,Listado de adjudicatarios de licitaciones correspondientes a suministros,subtype,true,
2026-09-07T15:03:00.505599+00:00,humano_1,39||a02002834-datos-de-anuncios-de-oposiciones-y-ofertas-de-empleo-publico,39,a02002834-datos-de-anuncios-de-oposiciones-y-ofertas-de-empleo-publico,empleo,,title,Datos de anuncios de oposiciones y ofertas de empleo público,direct_match,true,
2026-09-07T15:03:33.791026+00:00,humano_1,34||l01140478-gestion-de-residuos-epremasa1,34,l01140478-gestion-de-residuos-epremasa1,instaladores gas,,,,unrelated,false,
2026-09-07T15:03:42.042948+00:00,humano_1,53||l01081691-calendaris-de-dies-festius,53,l01081691-calendaris-de-dies-festius,futbol,,,,unrelated,false,
2026-09-07T15:03:59.994383+00:00,humano_1,104||a04027063-esquema-de-conceptos-de-medidas-de-indices-de-precios-de-consumo-ipc-ibestat-csm_r00020a_ipc,104,a04027063-esquema-de-conceptos-de-medidas-de-indices-de-precios-de-consumo-ipc-ibestat-csm_r00020a_ipc,ipc,,title,Esquema de conceptes de mesures d'Índexs de Preus de Consum (IPC) (IBESTAT: CSM_R00020A_IPC),direct_match,true,
2026-09-07T15:04:22.462934+00:00,humano_1,4||ea0010587-actividades-innovadoras-en-el-periodo-2020-2022-empresas-por-tipo-de-financiacion-privada-por-rama-de-actividad-y-tamano-de-la-empresa-identificador-api-61313,4,ea0010587-actividades-innovadoras-en-el-periodo-2020-2022-empresas-por-tipo-de-financiacion-privada-por-rama-de-actividad-y-tamano-de-la-empresa-identificador-api-61313,empresa,,description,"Empresas por tipo de financiación privada, por rama de actividad y tamaño de la empresa. Nacional. Encuesta sobre Innovación en las Empresas",subtype,true,
2026-09-07T15:04:34.586142+00:00,humano_1,105||l01280148-inventario-patrimonio-municipal-bienes-inmuebles-1991,105,l01280148-inventario-patrimonio-municipal-bienes-inmuebles-1991,libro,,,,unrelated,false,
2026-09-07T15:04:55.593186+00:00,humano_1,22||ea0010587-poblacion-segun-comunidad-autonoma-y-provincia-y-sexo-identificador-api-73024,22,ea0010587-poblacion-segun-comunidad-autonoma-y-provincia-y-sexo-identificador-api-73024,provincia,,title,Población según comunidad autónoma y provincia y sexo,subtype,true,
2026-09-07T15:05:09.970833+00:00,humano_1,95||l01140121-mercados-municipales,95,l01140121-mercados-municipales,ventas,,,,generic,false,
2026-09-07T15:05:26.216426+00:00,humano_1,74||ea0010587-p-i-b-a-precios-de-mercado-y-valor-anadido-bruto-a-precios-basicos-precios-corrientes-por-comunidades-y-ciudades-autonomas-ramas-de-actividad-y-periodo-identificador-api-67286,74,ea0010587-p-i-b-a-precios-de-mercado-y-valor-anadido-bruto-a-precios-basicos-precios-corrientes-por-comunidades-y-ciudades-autonomas-ramas-de-actividad-y-periodo-identificador-api-67286,precio,,title,"Precios corrientes por comunidades y ciudades autónomas, ramas de actividad y periodo",direct_match,true,
2026-09-07T15:05:50.891206+00:00,humano_1,71||a05003423-estancias-causadas-en-hospitales-de-canarias-segun-diagnosticos-principales-sexos-y-grupos-de-edad-2014,71,a05003423-estancias-causadas-en-hospitales-de-canarias-segun-diagnosticos-principales-sexos-y-grupos-de-edad-2014,covid,,,,insufficient_evidence,false,
2026-09-07T15:06:19.218897+00:00,humano_1,6||a05003423-viajes-en-periodos-vacacionales-segun-destinos-por-comarcas-2004,6,a05003423-viajes-en-periodos-vacacionales-segun-destinos-por-comarcas-2004,turismo,,title,Viajes en periodos vacacionales según destinos por islas de Canarias,subtype,true,
2026-09-07T15:13:54.133780+00:00,humano_1,39||a05003423-clasificacion-de-situaciones-en-el-empleo-istac-cl_situacion_empleo,39,a05003423-clasificacion-de-situaciones-en-el-empleo-istac-cl_situacion_empleo,empleo,,title,Clasificación de situaciones en el empleo,subtype,true,
2026-09-07T15:15:26.974254+00:00,humano_1,83||l01140689-asociaciones-registradas1,83,l01140689-asociaciones-registradas1,cooperativas,,,,generic,false,
2026-09-07T15:15:53.324776+00:00,humano_1,131||censo_clasificacion_zonas_bano,131,censo_clasificacion_zonas_bano,playas,,,,insufficient_evidence,false,
2026-09-07T15:16:06.404298+00:00,humano_1,131||a04003003-playa-duna-albufera,131,a04003003-playa-duna-albufera,playas,,title,Playa duna Albufera,direct_match,true,
2026-09-07T15:16:15.687395+00:00,humano_1,55||ea0001302-tiempo-de-acceso-terminal-berge,55,ea0001302-tiempo-de-acceso-terminal-berge,dgt,,,,unrelated,false,
2026-09-07T15:16:35.425379+00:00,humano_1,142||oai-zaguan-unizar-es-70144,142,oai-zaguan-unizar-es-70144,estudiantes,,title,Acuerdos de movilidad de estudiantes,subtype,true,
2026-09-07T15:16:50.398847+00:00,humano_1,101||renta-mensual-media-contratos-alquiler-libre-vivienda-habitual-colectiva-contrato-vivienda-habitual-territorio-historico-y-tamano-del-municipio-trimestre-inicio-del-contrato-eurosmes,101,renta-mensual-media-contratos-alquiler-libre-vivienda-habitual-colectiva-contrato-vivienda-habitual-territorio-historico-y-tamano-del-municipio-trimestre-inicio-del-contrato-eurosmes,contratos,,title,Renta mensual media de los contratos de alquiler libre de vivienda habitual colectiva,subtype,true,
