order,pair_key,id_query,query,result_index,id_dataset,title
36,5||a05003423-poblacion-de-16-y-mas-anos-en-viviendas-familiares-ocupada-que-ha-residido-fuera-del-municipio-segun-anos-de-llegada-a-los-municipios-sexos-y-situaciones-profesionales-municipios-por-islas-1-11-2001,5,municipios,8,a05003423-poblacion-de-16-y-mas-anos-en-viviendas-familiares-ocupada-que-ha-residido-fuera-del-municipio-segun-anos-de-llegada-a-los-municipios-sexos-y-situaciones-profesionales-municipios-por-islas-1-11-2001,"Población de 16 y más años en viviendas familiares ocupada que ha residido fuera del municipio, según años de llegada a los municipios, sexos y situaciones profesionales. Municipios por islas de Canarias.1/11/2001"
37,141||l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,141,curvas de nivel,89,l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,Tipologías de las placas fotovoltaicas municipales en la ciudad de Barcelona
38,45||l01280148-solicitudes-de-licencia-de-actividades-inocuas-2005-2016,45,incendios,97,l01280148-solicitudes-de-licencia-de-actividades-inocuas-2005-2016,Solicitudes de Licencia de Actividades Inócuas : 2005 - 2016
39,54||l01140137-gestion-de-residuos-epremasa,54,residuos,63,l01140137-gestion-de-residuos-epremasa,Gestión de residuos EPREMASA
40,64||l01082798-farmacias1,64,farmacias,5,l01082798-farmacias1,Farmacias
41,148||a09002970-sistema-de-informacion-geografica-de-parcelas-agricolas-sigpac-de-la-comarca-de-anoia2018,148,pesca,32,a09002970-sistema-de-informacion-geografica-de-parcelas-agricolas-sigpac-de-la-comarca-de-anoia2018,Sistema de información geográfica de parcelas agrícolas (SIGPAC) de la comarca de Anoia 2018
42,31||ea0001302-estacion-meteorologica-sirena,31,clima,32,ea0001302-estacion-meteorologica-sirena,Estación meteorológica Sirena
43,142||u01200001-estudiantes-nuevo-ingreso-master-2024-2025,142,estudiantes,47,u01200001-estudiantes-nuevo-ingreso-master-2024-2025,Estudiantes Nuevo Ingreso Máster 2024/2025
44,90||l03380010-puntos-de-interes,90,restaurantes,89,l03380010-puntos-de-interes,Puntos de interés
45,141||ea0010587-maximo-nivel-de-dificultad-para-realizar-alguna-actividad-del-hogar-segun-sexo-grupo-de-edad-y-nivel-de-estudios-poblacion-de-55-y-mas-anos-identificador-api-47766,141,curvas de nivel,30,ea0010587-maximo-nivel-de-dificultad-para-realizar-alguna-actividad-del-hogar-segun-sexo-grupo-de-edad-y-nivel-de-estudios-poblacion-de-55-y-mas-anos-identificador-api-47766,"Máximo nivel de dificultad para realizar alguna actividad del hogar según sexo, grupo de edad y nivel de estudios. Población de 55 y más años. (Identificador API: 47766)"
46,49||a04003003-calendario-laboral-general-y-local-illes-balears-20241,49,calendario laboral,9,a04003003-calendario-laboral-general-y-local-illes-balears-20241,Calendario Laboral General y Local Illes Balears 2024
47,19||presupuesto-comparativo-de-gastos-2018,19,presupuestos,70,presupuesto-comparativo-de-gastos-2018,Presupuesto Comparativo de Gastos 2018
48,103||a06004074-turismo-cultural,103,bienes de interes cultural,55,a06004074-turismo-cultural,Turismo cultural
49,40||l02000047-cajeros-moviles,40,transporte,112,l02000047-cajeros-moviles,Cajeros Móviles
50,65||calendario-de-ferias-y-exposiciones-en-aragon-2019,65,calendario,6,calendario-de-ferias-y-exposiciones-en-aragon-2019,Calendario de ferias y exposiciones en Aragón 2019
51,82||l02000020-bienes-inmuebles-de-naturaleza-urbana-orio,82,patrimonio,83,l02000020-bienes-inmuebles-de-naturaleza-urbana-orio,Bienes Inmuebles de Naturaleza Urbana (ORIO)
52,114||l01360577-pistas-atletismo-instalaciones-deportivas,114,movilidad,132,l01360577-pistas-atletismo-instalaciones-deportivas,Pistas Atletismo. Instalaciones deportivas
53,135||i00000687-iniciativas-tsjc-2010-vii-legislatura,135,justicia,41,i00000687-iniciativas-tsjc-2010-vii-legislatura,Iniciativas TSJC - 2010 - VII Legislatura
54,80||deportes-instalaciones,80,deporte,57,deportes-instalaciones,Instalaciones deportivas municipales
55,1||ea0010587-altas-hospitalarias-segun-el-sexo-el-grupo-de-edad-la-provincia-comunidad-y-ciudad-autonoma-de-hospitalizacion-identificador-api-66354,1,aulas hospitalarias andalucia,49,ea0010587-altas-hospitalarias-segun-el-sexo-el-grupo-de-edad-la-provincia-comunidad-y-ciudad-autonoma-de-hospitalizacion-identificador-api-66354,"Altas hospitalarias según el sexo, el grupo de edad, la provincia, Comunidad y Ciudad autónoma de hospitalización. (Identificador API: 66354)"
56,11||l01280148-sanciones-infraccion-omt-2-trimestre-20201,11,multas,61,l01280148-sanciones-infraccion-omt-2-trimestre-20201,Sanciones. Infracción OMT. 2º Trimestre 2020
57,26||a05003423-victimas-heridas-en-accidentes-de-circulacion-por-lugar-del-accidente-provincias-de-canarias-y-anos,26,accidentes,5,a05003423-victimas-heridas-en-accidentes-de-circulacion-por-lugar-del-accidente-provincias-de-canarias-y-anos,"Víctimas heridas en accidentes de circulación por lugar del accidente, provincias de Canarias. 1999-2023"
58,98||a04003003-actuaciones-gestion-saneamiento-depuracion-programa-medidas-abaqua1,98,centros de salud,99,a04003003-actuaciones-gestion-saneamiento-depuracion-programa-medidas-abaqua1,Actuaciones Gestión Saneamiento Depuración Programa Medidas ABAQUA
59,55||a04027063-conceptos-operacionales-de-los-vinos-de-calidad-de-las-illes-balears-ibestat-cso_000274a,55,dgt,22,a04027063-conceptos-operacionales-de-los-vinos-de-calidad-de-las-illes-balears-ibestat-cso_000274a,Conceptes operacionals dels Vins de qualitat de les Illes Balears (IBESTAT: CSO_000274A)
60,57||a05003423-viajes-en-periodos-vacacionales-segun-destinos-sexos-y-grupos-de-edad-canarias-2004,57,festivos,86,a05003423-viajes-en-periodos-vacacionales-segun-destinos-sexos-y-grupos-de-edad-canarias-2004,"Viajes en periodos vacacionales según destinos, sexos y grupos de edad. Canarias. 2004"
61,89||l01140121-gestion-de-residuos-epremasa1,89,cancer,91,l01140121-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
62,135||personal_administracion_justicia,135,justicia,29,personal_administracion_justicia,Personal de la Administración de Justicia
63,21||l01280148-subvenciones-2022,21,subvenciones,15,l01280148-subvenciones-2022,Subvenciones 2022
64,19||a01002820-presupuesto-de-la-comunidad-autonoma-de-andalucia-ano-2020,19,presupuestos,11,a01002820-presupuesto-de-la-comunidad-autonoma-de-andalucia-ano-2020,Presupuesto de la Comunidad Autónoma de Andalucía año 2020
65,70||ea0010587-c-inteligencia-artificial-identificador-api-59913,70,inteligencia artificial,15,ea0010587-c-inteligencia-artificial-identificador-api-59913,Inteligencia artificial (Identificador API: 59913)
66,54||l02000014-gestion-de-residuos-epremasa1,54,residuos,106,l02000014-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
67,55||l01290672-trabajo,55,dgt,29,l01290672-trabajo,Trabajo
68,39||a02002834-fechas-de-aprobaciones-y-publicaciones-de-plantillas-de-personal-de-entidades-publicas1,39,empleo,136,a02002834-fechas-de-aprobaciones-y-publicaciones-de-plantillas-de-personal-de-entidades-publicas1,Fechas de aprobaciones y publicaciones de Plantillas de Personal de entidades públicas
69,70||l01030092-bajas-en-padron,70,inteligencia artificial,79,l01030092-bajas-en-padron,Bajas en padrón
70,104||ea0010587-ponderaciones-de-subgrupos-ipca-identificador-api-51068,104,ipc,113,ea0010587-ponderaciones-de-subgrupos-ipca-identificador-api-51068,Ponderaciones de subgrupos ECOICOP ver.2. IPCA (Identificador API: 76121)
71,51||a04003003-red-hidrografica-provisional,51,paro,99,a04003003-red-hidrografica-provisional,Red Hidrográfica Provisional
72,14||a05003423-poblacion-total-segun-tiempo-transcurrido-desde-la-ultima-consulta-de-medicina-general-en-un-centro-de-salud-del-servicio-canario-de-la-salud-grandes-comarcas-de-canarias-2009-2015-2021,14,salud,21,a05003423-poblacion-total-segun-tiempo-transcurrido-desde-la-ultima-consulta-de-medicina-general-en-un-centro-de-salud-del-servicio-canario-de-la-salud-grandes-comarcas-de-canarias-2009-2015-2021,Población total según tiempo transcurrido desde la última consulta de medicina general en un centro de salud del Servicio Canario de la Salud. Grandes comarcas de Canarias. 2009-2015-2021
73,3||a05003423-viviendas-segun-numero-de-telefonos-y-tamano-del-hogar-en-canarias-2006,3,vivienda,95,a05003423-viviendas-segun-numero-de-telefonos-y-tamano-del-hogar-en-canarias-2006,Viviendas según número de teléfonos y tamaño del hogar en Canarias. 2006
74,40||l01080193-tipologia-del-parque-de-vehiculos-de-la-ciudad-de-barcelona,40,transporte,67,l01080193-tipologia-del-parque-de-vehiculos-de-la-ciudad-de-barcelona,Padrón de vehículos. Tipología del parque de vehículos de la ciudad de Barcelona
75,86||i00000687-miembros-de-la-comision-agricultura-ganaderia-pesca-y-alimentacion-vii-legislatura,86,agricultura,11,i00000687-miembros-de-la-comision-agricultura-ganaderia-pesca-y-alimentacion-vii-legislatura,"Miembros de la comisión - Agricultura, Ganadería, Pesca y Alimentación - VII Legislatura"
76,131||ocio-y-diversion,131,playas,70,ocio-y-diversion,Ocio y Diversión
77,34||ea0042931-mercado-minorista-de-electricidad-2012t3,34,instaladores gas,73,ea0042931-mercado-minorista-de-electricidad-2012t3,Mercado minorista de electricidad 2012T3
78,63||l01140734-gestion-de-residuos-epremasa1,63,pib,138,l01140734-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
79,95||l01080193-estimacion-del-precio-de-venta-de-la-ciudad-de-barcelona-serie-anual-del-precio-m2-de-venta-de-las-viviendas-de-segunda-mano-por-barrios-2007-2011-tasa-de-variacion-interanual-cambio-de-fuente,95,ventas,4,l01080193-estimacion-del-precio-de-venta-de-la-ciudad-de-barcelona-serie-anual-del-precio-m2-de-venta-de-las-viviendas-de-segunda-mano-por-barrios-2007-2011-tasa-de-variacion-interanual-cambio-de-fuente,Estimación del precio de venta de la ciudad de Barcelona. Serie anual del precio/m2 de venta de las viviendas de segunda mano por barrios. 2007-2011. Tasa de variación interanual. Cambio de fuente
80,90||l01030092-bajas-en-padron,90,restaurantes,73,l01030092-bajas-en-padron,Bajas en padrón
81,35||l01140116-asociaciones-registradas1,35,asociaciones,57,l01140116-asociaciones-registradas1,Asociaciones registradas
82,112||l01140348-mercados-municipales1,112,barrios,109,l01140348-mercados-municipales1,Mercados municipales
83,45||l03380010-red-de-incendios,45,incendios,19,l03380010-red-de-incendios,red de incendios
84,86||ea0010587-distribucion-de-la-superficie-de-agricultura-ecologica-certificada-calificada-y-o-en-periodo-de-conversion-identificador-api-t01-p044-a2016-ccaa05-l0-0902-px,86,agricultura,34,ea0010587-distribucion-de-la-superficie-de-agricultura-ecologica-certificada-calificada-y-o-en-periodo-de-conversion-identificador-api-t01-p044-a2016-ccaa05-l0-0902-px,Distribución de la superficie de agricultura ecológica certificada (calificada y/o en periodo de conversión) (Identificador API: /t01/p044/a2016/ccaa05/l0/0902.px)
85,57||calendario-de-festivos-en-comunidad-de-aragon-2015,57,festivos,2,calendario-de-festivos-en-comunidad-de-aragon-2015,Calendario de festivos en comunidad de Aragón 2015
86,116||l01330045-presupuestos-2022-f-m-cultura,116,cultura,34,l01330045-presupuestos-2022-f-m-cultura,Presupuestos 2022. F.M. Cultura
87,127||l01140155-asociaciones-registradas1,127,fundaciones,41,l01140155-asociaciones-registradas1,Asociaciones registradas
88,59||l01140023-adjudicatarios-de-suministros1,59,licitaciones,78,l01140023-adjudicatarios-de-suministros1,Adjudicatarios de suministros
89,39||a02002834-datos-de-anuncios-de-oposiciones-y-ofertas-de-empleo-publico,39,empleo,130,a02002834-datos-de-anuncios-de-oposiciones-y-ofertas-de-empleo-publico,Datos de anuncios de oposiciones y ofertas de empleo público
90,34||l01140478-gestion-de-residuos-epremasa1,34,instaladores gas,110,l01140478-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
91,53||l01081691-calendaris-de-dies-festius,53,futbol,41,l01081691-calendaris-de-dies-festius,Calendaris de dies Festius
92,104||a04027063-esquema-de-conceptos-de-medidas-de-indices-de-precios-de-consumo-ipc-ibestat-csm_r00020a_ipc,104,ipc,9,a04027063-esquema-de-conceptos-de-medidas-de-indices-de-precios-de-consumo-ipc-ibestat-csm_r00020a_ipc,Esquema de conceptes de mesures d'Índexs de Preus de Consum (IPC) (IBESTAT: CSM_R00020A_IPC)
93,4||ea0010587-actividades-innovadoras-en-el-periodo-2020-2022-empresas-por-tipo-de-financiacion-privada-por-rama-de-actividad-y-tamano-de-la-empresa-identificador-api-61313,4,empresas,49,ea0010587-actividades-innovadoras-en-el-periodo-2020-2022-empresas-por-tipo-de-financiacion-privada-por-rama-de-actividad-y-tamano-de-la-empresa-identificador-api-61313,"Actividades innovadoras en el período 2020-2022: Empresas por tipo de financiación privada, por rama de actividad y tamaño de la empresa (Identificador API: 61313)"
94,105||l01280148-inventario-patrimonio-municipal-bienes-inmuebles-1991,105,libros,89,l01280148-inventario-patrimonio-municipal-bienes-inmuebles-1991,Inventario Patrimonio Municipal Bienes Inmuebles. 1991
95,22||ea0010587-poblacion-segun-comunidad-autonoma-y-provincia-y-sexo-identificador-api-73024,22,provincias,26,ea0010587-poblacion-segun-comunidad-autonoma-y-provincia-y-sexo-identificador-api-73024,Población según comunidad autónoma y provincia y sexo (Identificador API: 73024)
96,95||l01140121-mercados-municipales,95,ventas,57,l01140121-mercados-municipales,Mercados municipales
97,74||ea0010587-p-i-b-a-precios-de-mercado-y-valor-anadido-bruto-a-precios-basicos-precios-corrientes-por-comunidades-y-ciudades-autonomas-ramas-de-actividad-y-periodo-identificador-api-67286,74,precio,4,ea0010587-p-i-b-a-precios-de-mercado-y-valor-anadido-bruto-a-precios-basicos-precios-corrientes-por-comunidades-y-ciudades-autonomas-ramas-de-actividad-y-periodo-identificador-api-67286,"P.I.B. a precios de mercado y valor añadido bruto a precios básicos: Precios corrientes por comunidades y ciudades autónomas, ramas de actividad y periodo. (Identificador API: 67286)"
98,71||a05003423-estancias-causadas-en-hospitales-de-canarias-segun-diagnosticos-principales-sexos-y-grupos-de-edad-2014,71,covid,93,a05003423-estancias-causadas-en-hospitales-de-canarias-segun-diagnosticos-principales-sexos-y-grupos-de-edad-2014,"Estancias causadas en hospitales de Canarias según diagnósticos principales, sexos y grupos de edad. 2014"
99,6||a05003423-viajes-en-periodos-vacacionales-segun-destinos-por-comarcas-2004,6,turismo,76,a05003423-viajes-en-periodos-vacacionales-segun-destinos-por-comarcas-2004,Viajes en periodos vacacionales según destinos por islas de Canarias. 2004
100,39||a05003423-clasificacion-de-situaciones-en-el-empleo-istac-cl_situacion_empleo,39,empleo,71,a05003423-clasificacion-de-situaciones-en-el-empleo-istac-cl_situacion_empleo,Clasificación de situaciones en el empleo (ISTAC: CL_SITUACION_EMPLEO)
101,83||l01140689-asociaciones-registradas1,83,cooperativas,62,l01140689-asociaciones-registradas1,Asociaciones registradas
102,131||censo_clasificacion_zonas_bano,131,playas,59,censo_clasificacion_zonas_bano,Censo y calificación de las zonas de baño
103,131||a04003003-playa-duna-albufera,131,playas,30,a04003003-playa-duna-albufera,Playa duna Albufera
104,55||ea0001302-tiempo-de-acceso-terminal-berge,55,dgt,65,ea0001302-tiempo-de-acceso-terminal-berge,Tiempo de acceso terminal Bergé
105,142||oai-zaguan-unizar-es-70144,142,estudiantes,29,oai-zaguan-unizar-es-70144,Acuerdos de movilidad de estudiantes ERASMUS y SICUE.Curso 2013-2014. Universidad de Zaragoza
106,101||renta-mensual-media-contratos-alquiler-libre-vivienda-habitual-colectiva-contrato-vivienda-habitual-territorio-historico-y-tamano-del-municipio-trimestre-inicio-del-contrato-eurosmes,101,contratos,46,renta-mensual-media-contratos-alquiler-libre-vivienda-habitual-colectiva-contrato-vivienda-habitual-territorio-historico-y-tamano-del-municipio-trimestre-inicio-del-contrato-eurosmes,Renta mensual media de los contratos de alquiler libre de vivienda habitual colectiva (contrato de vivienda habitual) por territorio histórico y tamaño del municipio según trimestre de inicio del contrato (euros/mes).
107,139||l01280148-cementerios1,139,arqueologia,23,l01280148-cementerios1,Cementerios
108,62||l01140538-gestion-de-residuos-epremasa1,62,embalses,111,l01140538-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
109,63||l01140327-gestion-de-residuos-epremasa1,63,pib,141,l01140327-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
110,148||a05003423-esquema-de-conceptos-de-medida-de-la-recopilacion-de-estadisticas-de-pesca-en-canarias-istac-csm_c00106a,148,pesca,66,a05003423-esquema-de-conceptos-de-medida-de-la-recopilacion-de-estadisticas-de-pesca-en-canarias-istac-csm_c00106a,Esquema de conceptos de medida de la Recopilación de Estadísticas de Pesca en Canarias (ISTAC: CSM_C00106A)
111,3||a05003423-viviendas-segun-tipos-de-ordenador-y-tipos-de-familia-en-canarias-2006,3,vivienda,93,a05003423-viviendas-segun-tipos-de-ordenador-y-tipos-de-familia-en-canarias-2006,Viviendas según tipos de ordenador y tipos de familia en Canarias. 2006
112,58||1923451,58,delitos,52,1923451,Delitos contra la propiedad intelectual
113,31||a04003003-datos-meteorologicos-estacion-son-real-20231,31,clima,77,a04003003-datos-meteorologicos-estacion-son-real-20231,Datos Meteorológicos Estación Son Real 2023
114,6||a05003423-distribucion-de-turistas-en-intervalos-de-gastos-medios-segun-grupos-de-edades-o-sexos-islas-de-canarias-y-periodos,6,turismo,78,a05003423-distribucion-de-turistas-en-intervalos-de-gastos-medios-segun-grupos-de-edades-o-sexos-islas-de-canarias-y-periodos,Distribución de turistas en intervalos de gastos medios según grupos de edades o sexos. Islas de Canarias y periodos
115,32||ea0042931-indice-mibgas1,32,gas,50,ea0042931-indice-mibgas1,Índice MIBGAS
116,49||a02002834-calendario-de-ferias-y-exposiciones-en-aragon-20181,49,calendario laboral,39,a02002834-calendario-de-ferias-y-exposiciones-en-aragon-20181,Calendario de ferias y exposiciones en Aragón 2018
117,16||l01280148-consumo-agua-centros-publicos-municipales-20161,16,agua,69,l01280148-consumo-agua-centros-publicos-municipales-20161,Consumo agua. Centros públicos municipales. 2016
118,86||a17002943-transportistas-de-ganado1,86,agricultura,112,a17002943-transportistas-de-ganado1,Transportistas de ganado
119,63||l01140044-gestion-de-residuos-epremasa1,63,pib,131,l01140044-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
120,73||l01140327-hogares-segun-su-tamano1,73,hoteles,112,l01140327-hogares-segun-su-tamano1,Hogares según su tamaño
121,101||contratos-2023,101,contratos,116,contratos-2023,Contratos 2023
122,37||l01140673-consumo-electrico-municipal,37,energia,36,l01140673-consumo-electrico-municipal,Consumo eléctrico municipal
123,57||l01360577-centros-de-dia-de-vigo1,57,festivos,105,l01360577-centros-de-dia-de-vigo1,Centros de Día de Vigo
124,121||u01200001-estudiantes-matriculados-grado-2023-2024,121,matriculaciones,70,u01200001-estudiantes-matriculados-grado-2023-2024,Estudiantes matriculados Grado 2023/2024
125,58||l01280148-criminalidad-2016,58,delitos,55,l01280148-criminalidad-2016,Criminalidad. 2016
126,65||ordenes_mantenimiento_alumbrado_historico,65,calendario,92,ordenes_mantenimiento_alumbrado_historico,Ordenes Mantenimiento de Alumbrado (Histórico)
127,13||l01140109-gestion-de-residuos-epremasa1,13,codigos postales,131,l01140109-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
128,42||a05003423-resultados-de-elecciones-al-senado-segun-candidaturas-canarias-hasta-escala-de-municipios-elecciones-de-23-de-julio-de-2023-datos-provisionales,42,elecciones,18,a05003423-resultados-de-elecciones-al-senado-segun-candidaturas-canarias-hasta-escala-de-municipios-elecciones-de-23-de-julio-de-2023-datos-provisionales,Resultados de elecciones al Senado según candidaturas. Canarias hasta escala de municipios. Elecciones de 23 de julio de 2023
129,109||a06004074-catastro-titulares,109,defunciones,112,a06004074-catastro-titulares,Catastro titulares
130,51||l01030092-gimnasios,51,paro,81,l01030092-gimnasios,Gimnasios
131,34||a07002862-consumo-gasoil-en-centros-de-educacion-sanidad-y-cultura-de-la-administracion-autonomica-de-castilla-y-leon1,34,instaladores gas,58,a07002862-consumo-gasoil-en-centros-de-educacion-sanidad-y-cultura-de-la-administracion-autonomica-de-castilla-y-leon1,"Consumo gasoil en centros de educación, sanidad y cultura de la administración autonómica de Castilla y León"
132,68||l01080193-relacion-de-contratistas-del-ayuntamiento-de-barcelona-y-entidades-municipales,68,ayuntamientos,7,l01080193-relacion-de-contratistas-del-ayuntamiento-de-barcelona-y-entidades-municipales,Relación de contratistas del Ayuntamiento de Barcelona y entidades municipales
133,64||l03380010-centros-sanitarios1,64,farmacias,33,l03380010-centros-sanitarios1,centros sanitarios
134,139||l01360577-areas-comerciales-puntos-de-interes-turistico1,139,arqueologia,78,l01360577-areas-comerciales-puntos-de-interes-turistico1,Áreas comerciales (Puntos de Interés Turístico)
135,55||l01280148-directorio-unidades-administrativas-dir-31,55,dgt,95,l01280148-directorio-unidades-administrativas-dir-31,Directorio Unidades Administrativas. DIR 3
